,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,province_id,variety_numerical,vintage,lat,lon,total_fires,sum_fire_size,total_fires_current,sum_fire_size_current,norm_vintage,norm_variety_numerical,norm_price,norm_points,norm_total_fires,norm_sum_fire_size,norm_total_fires_current,norm_sum_fire_size_current,mean_temp,mean_rain,norm_temp,norm_rain
134,134,US,"Tangy boysenberry and elderberry fruit shows on the nose of this sultry bottling, along with thyme, potpourri and licorice. The flavors are more cooked than fresh, recalling charred blackberry, dried blueberry, leather and licorice. It's a hearty wine that consumes the entire palate.",Mayhem,90,56.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Ascencion 2014 Mayhem Syrah (Paso Robles),Syrah,Ascencion,7,560,2014,37.050096,-121.9905908,224,614.9100000000012,146,95.25999999999998,0.011408730158730158,0.7977207977207977,0.02533532041728764,0.101010101010101,0.5,0.002407537046259672,0.32589285714285715,0.0003729683677720249,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
135,135,US,"Woodsmoke, bramble and sharp raspberry sorbet aromas show on the nose of this appellation blend from winemaker Kevin Law and actress Challen Cates. Sour cranberry and tart plum skin flavors show on the palate, along with darker nutmeg-like spices.",Scarlett,90,38.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Challen 2014 Scarlett Pinot Noir (Sta. Rita Hills),Pinot Noir,Challen,7,440,2014,40.125133399999996,-122.20155290000001,179,12750.040000000017,120,766.0500000000003,0.011408730158730158,0.6267806267806267,0.016393442622950817,0.101010101010101,0.39955357142857145,0.0499198153246697,0.26785714285714285,0.0029992905535561605,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
137,137,US,"Damp chaparral, dried blueberry, beef and pencil lead scents show on the nose of this blend of 54% Grenache, 35% Syrah and 11% Mourvèdre. Rounded blueberry and black plum flavors meet loamy soil, anise, thyme and marjoram spice, with a savory touch of smoke.",Rendition,90,38.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Écluse 2014 Rendition Red (Paso Robles),Rhône-style Red Blend,Écluse,7,475,2014,37.050096,-121.9905908,224,614.9100000000012,146,95.25999999999998,0.011408730158730158,0.6766381766381766,0.016393442622950817,0.101010101010101,0.5,0.002407537046259672,0.32589285714285715,0.0003729683677720249,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
138,138,US,"Cola, black cherry and crushed purple flowers show on the nose of this bottling, one of the first reds to emerge from the 2014 vintage. It's light and energetic on the palate, with tangy cranberry juice and a touch of licorice.",Hicks Family Vineyard,88,48.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Apriori,7,440,2014,38.24690555,-121.971724216502,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.6267806267806267,0.02136115250869349,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
139,139,US,"Rare to find on its own, as it's mainly used in sparkling-wine blends, this Pinot Meunier is earthy in dark truffle and herb, more savory, dry flavors that are wrapped in tightly woven tannins and oak. The muted fruit that's there recalls sweet raspberry.",Bacchus Collection Estate Vineyard,88,40.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Bouchaine 2013 Bacchus Collection Estate Vineyard Pinot Meunier (Carneros),Pinot Meunier,Bouchaine,7,438,2013,38.792,-122.570971,161,60398.059999999954,259,4961.870000000004,0.010912698412698412,0.6239316239316239,0.017386984600099353,0.08080808080808081,0.359375,0.23647455232833106,0.578125,0.019427047606518786,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665
140,140,US,"This is an unusual commingling of mostly Rhone varieties, a mix of 75% Viognier, 12% Roussanne and 12% Marsanne, with the addition of 3% Sémillon. Honeycomb and Nilla wafer rise from the nose before a medium-bodied swirl of sour lemon, grapefruit and yuzu give it tartness on the finish.",The Tower,88,22.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Martin Ray 2014 The Tower White (Dry Creek Valley),White Blend,Martin Ray,7,690,2014,38.489867499999995,-122.32184140000001,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.9829059829059827,0.008445106805762544,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
141,141,US,"Dark and thick in the glass, this blend of 82% Syrah and 18% Mourvèdre leads with black cherry syrup, smoked beef and dark chocolate aromas, which blossom as the wine opens. Rich and lavish on the palate, it has fine tannins that frame its blueberry, cassis and mocha flavors. It's firmly structured, with a lingering acidity.",Authenticity,94,75.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Epoch Estate Wines 2013 Authenticity Red (Paso Robles),Rhône-style Red Blend,Epoch Estate Wines,7,475,2013,37.050096,-121.9905908,171,324.6700000000003,224,614.9100000000012,0.010912698412698412,0.6766381766381766,0.03477396920019872,0.1414141414141414,0.38169642857142855,0.0012711698505620767,0.5,0.002407537046259672,58.685721632117,5.340117779415056,0.2025507569912592,0.0
142,142,US,"A partnership between the Delicato Family and country musician Zac Brown, this well-made wine shows a wealth of flavor and complexity, from dusty saddle and earth to black cherry and berry. Muscular and dense, it reveals plenty of underlying structure and grace, with a bright sprinkling of spicy pepper on the finish. Drink ideally between 2020 and 2023.",Limited Release,94,120.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Z. Alexander Brown 2013 Limited Release Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Z. Alexander Brown,7,80,2013,38.2971367,-122.28552930000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.11396011396011395,0.057128663686040734,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665
143,143,US,"2014 proves another banner year for this delightful blend of Sémillon from Monte Rosso Vineyard, Muscadelle from Pagani Ranch and Palomino and Muscadelle from Saitone Ranch. High-toned in tart, refreshing acidity, it offers hints of vanilla biscuit with its lime, apple and melon flavors, lingering in memory for days.",The Derivative,94,28.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Carlisle 2014 The Derivative White (Sonoma County),White Blend,Carlisle,7,690,2014,38.2218938,-121.9163555,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.9829059829059827,0.011425732737208148,0.1414141414141414,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
145,145,US,"From a 22-acre site in the middle of the appellation, this is an impressive wine, softened by the addition of 6% Merlot. It boasts crushed rock, black currant and licorice flavors, with an attractive sanguine note. Pencil shavings, black pepper and cigar accents are present throughout.",Cabernet Bosché,94,150.0,California,Rutherford,Napa,Virginie Boone,@vboone,Freemark Abbey 2013 Cabernet Bosché Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey,7,80,2013,40.5997415,-123.89977340000002,52,35.080000000000005,84,393.0199999999999,0.010912698412698412,0.11396011396011395,0.07203179334326876,0.1414141414141414,0.11607142857142858,0.00013734757864206,0.1875,0.001538778373942486,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665
146,146,US,"This is a standout, showing Napa Valley's true potential for the variety. Steely and light bodied in approach, it offers a lively complement of apricot and juicy green-apple flavors, finishing on a fresh fig note and feeling balanced and complete.",Estate Grown,93,35.0,California,St. Helena,Napa,Virginie Boone,@vboone,Joseph Phelps 2015 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,Joseph Phelps,7,514,2015,35.35402089999999,-120.3757163,82,719.0799999999997,109,2711.550000000001,0.011904761904761904,0.7321937321937322,0.01490312965722802,0.13131313131313133,0.18303571428571427,0.002815390446121222,0.24330357142857145,0.010616443183206328,62.60191905941901,10.184785114262876,0.26400933750050914,0.052474020500028674
147,147,US,"A top-of-the-line effort and a departure from the producer's single-vineyard, 100% varietal bottlings, this blends 4% Malbec and 3% Merlot. Spicy with clove scents, it showcases deep cassis and cranberry flavors, with a lift of red fruit and supportive acidity.",Fortis,93,175.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Pine Ridge 2013 Fortis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge,7,80,2013,38.2971367,-122.28552930000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.11396011396011395,0.08445106805762544,0.13131313131313133,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665
148,148,US,"Plump but sour cranberry fruit aromas meet with sweet sandalwood, clove and forest floor on the nose of this San Francisco-made bottling from the historic property. Sanguine touches on the palate lead to raspberry, cherry, cinnamon and juniper flavors, ending in a menthol finish.",Bien Nacido Vineyard,93,36.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Sandler 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sandler,7,440,2015,37.3923372,-121.4896682,78,254.02,88,998.9700000000003,0.011904761904761904,0.6267806267806267,0.015399900645802288,0.13131313131313133,0.17410714285714285,0.000994556212276399,0.19642857142857145,0.003911234624745117,60.220293598703,12.206210768346615,0.22663345877185834,0.07436867783773543
149,149,US,"From an estate vineyard, this impressive wine is earthy with tobacco leaf and juicy cherry and cassis notes. Soft, supple and lengthy, it lingers on the palate as a well-integrated, balanced and beautifully crafted expression of the grape.",Three Twins Vineyard,93,110.0,California,St. Helena,Napa,Virginie Boone,@vboone,Stone The Crows 2014 Three Twins Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Stone The Crows,7,80,2014,35.35402089999999,-120.3757163,134,968.8100000000003,82,719.0799999999997,0.011408730158730158,0.11396011396011395,0.05216095380029806,0.13131313131313133,0.29910714285714285,0.0037931501614656272,0.18303571428571427,0.002815390446121222,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
150,150,US,"Extremely luscious on the nose, this bottling is redolent of baked black cherries, vanilla, smoke and wet riverstones. That fruit-forward style carries over to the palate, with cherry pie and baking spice flavors, backed by a solid and an expertly balanced acidity that holds those rich flavors in check.",Hollister Edna Ranch,93,100.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Tolosa 2015 Hollister Edna Ranch Pinot Noir (Edna Valley),Pinot Noir,Tolosa,7,440,2015,34.4458248,-119.07793590000001,99,204.0799999999996,103,821.6700000000009,0.011904761904761904,0.6267806267806267,0.04719324391455538,0.13131313131313133,0.22098214285714285,0.0007990277608116178,0.2299107142857143,0.0032170577235696,60.220293598703,12.206210768346615,0.22663345877185834,0.07436867783773543
151,151,US,"This varietal Cabernet Sauvignon hails from the producer's organic Chiles Valley estate. It's muscular and lushly layered, with spicy leather and tobacco notes accented by a delicate touch of violet and supported by firm, grippy tannin. Drink now through 2033.",Sievers Reserve,93,80.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Volker Eisele Family Estate 2013 Sievers Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Volker Eisele Family Estate,7,80,2013,38.2971367,-122.28552930000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.11396011396011395,0.03725782414307005,0.13131313131313133,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665
152,152,US,"Smoothness, complexity and a great price are the strong points of this medium-bodied wine. It has wonderful raspberry, cedar and red-cherry flavors, light tannins, a polished feel on the palate and lingering finish.",The Original,88,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse 2014 The Original Pinot Noir (California),Pinot Noir,Dark Horse,7,440,2014,32.9637838,-116.7706277,181,12228.770000000019,144,602.6200000000016,0.011408730158730158,0.6267806267806267,0.0024838549428713363,0.08080808080808081,0.4040178571428572,0.047878903913074866,0.32142857142857145,0.0023594184105267518,,,,
153,153,US,"A light earthy, toasted aroma and mostly savory rather than outright fruity flavors mark this medium-bodied, dry wine. The texture is smooth and rich enough to complete a good picture.",Lot 11,85,11.0,California,California,California Other,Jim Gordon,@gordone_cellars,Grayson 2015 Lot 11 Chardonnay (California),Chardonnay,Grayson,7,125,2015,32.9637838,-116.7706277,144,602.6200000000016,101,58.37000000000005,0.011904761904761904,0.17806267806267806,0.002980625931445604,0.0505050505050505,0.32142857142857145,0.0023594184105267518,0.2254464285714285,0.00022853415522625567,,,,
154,154,US,"From a vineyard 1,700 feet above the small town of Corralitos comes this tasty wine that begins with aromas of smoked apple, lemon zest, honeysuckle and sea salt, as well as a struck-match element. The palate shows flavors of fresh apple, chamomile and a dusting of crushed vanilla, all set against a chalky grip.",Split Rail Vineyard,92,30.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Sante Arcangeli,7,125,2013,38.24690555,-121.971724216502,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.17806267806267806,0.012419274714356679,0.12121212121212124,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,58.685721632117,5.340117779415056,0.2025507569912592,0.0
155,155,US,"Ian Brand explores fringe growing regions to deliver well-priced and fun wines for this label. This shows aromas of tight nectarine and Granny Smith apple, and the flavors are laser-focused with apple skins, yellow grapefruit pith and steely gunmetal. Its intense energy is a little wound up now, but will blossom with time.",Jack's Hill,92,22.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),Chardonnay,Le P'tit Paysan,7,125,2013,35.39813445,-120.61366682466999,111,338.2700000000001,134,968.8100000000003,0.010912698412698412,0.17806267806267806,0.008445106805762544,0.12121212121212124,0.24776785714285715,0.0013244174865236502,0.29910714285714285,0.0037931501614656272,58.685721632117,5.340117779415056,0.2025507569912592,0.0
156,156,US,"A deep, dark color, unusually ripe and exotic aromas, and intense flavors recalling boysenberry syrup make this a monster Zin. It's not very tannic or astringent, but the body is so rich and the alcohol relatively high that it oozes power and concentration. This will be great after a meal with cheese or chocolate.",Block 10,92,45.0,California,Alexander Valley,Sonoma,Jim Gordon,@gordone_cellars,Bella 2012 Block 10 Zinfandel (Alexander Valley),Zinfandel,Bella,7,702,2012,38.18380689999999,-122.5913723,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,1.0,0.01987083954297069,0.12121212121212124,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495
157,157,US,"Savory aromas and flavors combine with a soft texture in this full-bodied wine. It smells smoky and roasted, tastes like pomegranate and cherry juice and has a streak of acidity but not much tannin.",Reserve,85,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Red Rock 2013 Reserve Pinot Noir (California),Pinot Noir,Red Rock,7,440,2013,32.9637838,-116.7706277,161,16278.370000000017,181,12228.770000000019,0.010912698412698412,0.6267806267806267,0.0044709388971684045,0.0505050505050505,0.359375,0.06373417057410355,0.4040178571428572,0.047878903913074866,,,,
158,158,US,"Vanilla and maple aromas lead to overtly fruity red cherry flavors with a touch of sweetness and a soft texture. It's pleasant to drink for those looking for a soft touch, with very mild acidity and no tannin to speak of.",Secret Agent,84,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Alias 2013 Secret Agent Red (California),Red Blend,Alias,7,473,2013,32.9637838,-116.7706277,161,16278.370000000017,181,12228.770000000019,0.010912698412698412,0.6737891737891738,0.0024838549428713363,0.04040404040404042,0.359375,0.06373417057410355,0.4040178571428572,0.047878903913074866,,,,
159,159,US,"From the winery's estate Bell Mountain ranch, a stretch of vineyard that reaches through Alexander Valley to the Russian River Valley, this is mostly Cabernet Sauvignon, blended with Merlot, Cabernet Franc and Petit Verdot. Tight in cranberry and puckering oak, it needs to air before enjoying.",Bell Mountain Vineyard,84,42.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Medlock Ames 2011 Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Medlock Ames,7,80,2011,38.18380689999999,-122.5913723,0,0.0,202,1756.3799999999967,0.00992063492063492,0.11396011396011395,0.01838052657724789,0.04040404040404042,0.0,0.0,0.4508928571428572,0.006876697268396262,59.75717446818499,18.04033827610618,0.21936552989526853,0.13755983324274798
160,160,US,"An overpowering aroma of cured meat on the nose recalls walking into an Italian deli, something one associates more readily with Cal-Ital varieties. Super tannic on the palate, the wine is slightly bitter and perhaps underripe.",Hendry Vineyard,83,55.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Hendry 2011 Hendry Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hendry,7,80,2011,38.2971367,-122.28552930000001,0,0.0,202,1756.3799999999967,0.00992063492063492,0.11396011396011395,0.024838549428713358,0.030303030303030307,0.0,0.0,0.4508928571428572,0.006876697268396262,59.75717446818499,18.04033827610618,0.21936552989526853,0.13755983324274798
161,161,US,"This is soft and easy in texture, light in flavors and slightly sweet. Light to medium bodied, it has very little tannin or astringency, is low in acidity and quiet on the finish.",HomeFront,84,15.0,California,California,California Other,Jim Gordon,@gordone_cellars,Murphy-Goode 2012 HomeFront Red (California),Red Blend,Murphy-Goode,7,473,2012,32.9637838,-116.7706277,219,1408.7499999999952,161,16278.370000000017,0.010416666666666666,0.6737891737891738,0.004967709885742673,0.04040404040404042,0.4888392857142857,0.005515632879475522,0.359375,0.06373417057410355,,,,
163,163,US,"Strawberry and watermelon highlight a light, creamy palate of vanilla and lemon peel, the freshness maintained by moderate acidity.",Pauline's Vineyard Grenache,90,24.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Kokomo 2016 Pauline's Vineyard Grenache Rosé (Dry Creek Valley),Rosé,Kokomo,7,492,2016,38.489867499999995,-122.32184140000001,166,8670.520000000026,0,0.0,0.01240079365079365,0.7008547008547008,0.009438648782911079,0.101010101010101,0.3705357142857143,0.033947403864525584,0.0,0.0,62.002871671414994,23.038644722193308,0.25460822767192104,0.1916979642617357
164,164,US,"Medium in build and lengthy with layers of flavor, this vineyard-designate offers a wealth of rhubarb, pomegranate, cherry and black tea, the background built around strong notions of forest floor.",Frere Vineyard,90,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Peter Paul Wines 2014 Frere Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Peter Paul Wines,7,440,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.6267806267806267,0.0273224043715847,0.101010101010101,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
165,165,US,"Don't let the playful label fool you, this is an impressive, dry wine. Big, very ripe and fruity, it also has a good grippy texture due to firm tannins and acidity that make it appetizing. The color is quite dark, and the black cherry, blackberry and raspberry flavors run deep.",Ryker Red; Pilot Ridge Vineyard; Estate Grown,90,25.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Hart 2 Hart 2014 Ryker Red; Pilot Ridge Vineyard; Estate Grown Red (El Dorado),Bordeaux-style Red Blend,Hart 2 Hart,7,62,2014,41.209752,-122.2716101,128,152.45999999999984,121,6427.1000000000095,0.011408730158730158,0.08831908831908833,0.009935419771485344,0.101010101010101,0.2857142857142857,0.0005969216601986444,0.2700892857142857,0.02516381478592888,51.79649615706951,34.6865159511113,0.09443516109386907,0.3178594922683096
166,166,US,"Slightly sour Meyer-lemon-pith aromas meet with honeysuckle and yellow pear on the nose of this bottling by veteran Bob Lindquist. There is a strong sizzle of acidity on the sip, where green-apple flavors meet with tart nectarine and lime-peel zip. It's very fresh and food-friendly.",Y Block,89,20.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Qupé 2015 Y Block Chardonnay (Santa Barbara County),Chardonnay,Qupé,7,125,2015,36.6974604,-121.40521399999999,146,95.25999999999998,150,863.38,0.011904761904761904,0.17806267806267806,0.00745156482861401,0.09090909090909093,0.32589285714285715,0.0003729683677720249,0.3348214285714285,0.0033803635247429235,60.220293598703,12.206210768346615,0.22663345877185834,0.07436867783773543
167,167,US,"Black-cherry-cola aromas along with lots of licorice and Dr Pepper spice show on the nose of this bottling from a relatively new winery in northeast Paso Robles. There is slight sweetness to the palate, with baked cherry and baking-spice flavors. Accents of dried blackberry, leather, dried meat and purple flower add complexity.",Reserve,89,35.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Record Family Wines 2014 Reserve Syrah (Paso Robles),Syrah,Record Family Wines,7,560,2014,37.050096,-121.9905908,224,614.9100000000012,146,95.25999999999998,0.011408730158730158,0.7977207977207977,0.01490312965722802,0.09090909090909093,0.5,0.002407537046259672,0.32589285714285715,0.0003729683677720249,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
168,168,US,"Boisterous blueberry, black cherry and black-currant aromas make for a hedonistic nose on this bottling that also offers a sultry line of cocoa, espresso and clove spice. The palate shows similar layering, from black-cherry compote to herbs to black olives, proving unique overall.",Estate,89,34.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Sculpterra,7,80,2014,37.050096,-121.9905908,224,614.9100000000012,146,95.25999999999998,0.011408730158730158,0.11396011396011395,0.014406358668653753,0.09090909090909093,0.5,0.002407537046259672,0.32589285714285715,0.0003729683677720249,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476
169,169,US,"Fresh-squeezed lemon and jalapeño open the bouquet of this wine, kosher-made in Berkeley by Covenant. With the right pairing, it'll sing, offering medium texture and a lengthy finish, the acidity balanced and in keeping with the fresh elements of tropical fruit and citrus.",Allan Nelson Vineyard,88,24.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Red C 2014 Allan Nelson Vineyard Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Red C,7,514,2014,38.489867499999995,-122.32184140000001,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.7321937321937322,0.009438648782911079,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
170,170,US,"Rich aromas of black cherry, anise seeds and buttered violets greet the nose on this dense bottling of a grape that rarely gets solo treatment. The palate is tarry and grippy, with dried sour cherries, boysenberry, black pepper and tightly grained cedar flavors that approach pine sap.",Curtis Vineyard,88,30.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara Winery 2012 Curtis Vineyard Petit Verdot (Santa Ynez Valley),Petit Verdot,Santa Barbara Winery,7,418,2012,35.2827525,-120.6596156,130,9429.820000000003,111,338.2700000000001,0.010416666666666666,0.5954415954415955,0.012419274714356679,0.08080808080808081,0.29017857142857145,0.03692026636346837,0.24776785714285715,0.0013244174865236502,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837
171,171,US,"This solidly good block selection shows shy aromas of dark red and purple fruit with a touch of earth and asphalt. The palate is tart and tight, with a bit of sagebrush nuance.",Henry Ayrton's Block Rapley Trail Vineyard,88,85.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2012 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty,7,440,2012,38.24690555,-121.971724216502,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.6267806267806267,0.03974167908594138,0.08080808080808081,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837
172,172,US,"Concentrated in toasted marshmallow and juicy blackberry, this is a large, full-bodied wine marked by puckering tannins that still need time to resolve. Powerfully built, it's big on flavor and intensity, with vanilla on the finish.",Reserve,88,40.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Murphy-Goode 2012 Reserve Zinfandel (Alexander Valley),Zinfandel,Murphy-Goode,7,702,2012,38.18380689999999,-122.5913723,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,1.0,0.017386984600099353,0.08080808080808081,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495
173,173,US,"Lime pith, sharp gray slate, steel and a warmer lemon-curd aroma show on the nose of this wine from a region between Morgan Hill and Gilroy. Apples and pear-skin bitterness mark the palate that grows riper through the sip.",Estate Reserve,88,30.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),Chardonnay,Jason-Stephens,7,125,2012,38.9028592,-123.0581113,146,306.9199999999999,161,60398.059999999954,0.010416666666666666,0.17806267806267806,0.012419274714356679,0.08080808080808081,0.32589285714285715,0.0012016738550975213,0.359375,0.23647455232833106,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837
175,175,US,"Lemon and herb aromas suggest a lean, crisp wine but the flavors are fairly ripe and the texture is rich and soft. Appley, floral and not at all tart, this is pleasant to sip.",Authentic,85,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,Gnarly Head 2013 Authentic White (California),White Blend,Gnarly Head,7,690,2013,32.9637838,-116.7706277,161,16278.370000000017,181,12228.770000000019,0.010912698412698412,0.9829059829059827,0.0034773969200198713,0.0505050505050505,0.359375,0.06373417057410355,0.4040178571428572,0.047878903913074866,,,,
176,176,US,"This airy confection has aromas of lemon and vanilla, then almost sweet flavors of butterscotch and lemon cream on a fairly soft texture. It is light to medium bodied.",Vineyard Selection,85,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,Angel's Cup 2013 Vineyard Selection Chardonnay (California),Chardonnay,Angel's Cup,7,125,2013,32.9637838,-116.7706277,161,16278.370000000017,181,12228.770000000019,0.010912698412698412,0.17806267806267806,0.0034773969200198713,0.0505050505050505,0.359375,0.06373417057410355,0.4040178571428572,0.047878903913074866,,,,
177,177,US,"Quite sweet and quite delicious, this ripe and fruity wine has lots of black plum, dried cherry and raisin flavors, a soft texture and a lingering, berry-pie finish.",Ten Zin,87,30.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Deaver 2013 Ten Zin Zinfandel (Amador County),Zinfandel,Deaver,7,702,2013,36.6248089,-121.1177379,64,260.40000000000003,67,524.4400000000003,0.010912698412698412,1.0,0.012419274714356679,0.0707070707070707,0.14285714285714285,0.0010195356179701378,0.14955357142857142,0.0020533228090946973,50.0618591087,13.000456801375986,0.06721275142976005,0.08297139082887597
178,178,US,"Exceptionally light, this acid-driven wine is all flowers and green apple, with just the slightest reach out to honeycomb-like texture and weight. It'll do well at the table in its unfussy approach and crispness.",Estate,87,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Chardonnay,Uptick Vineyards,7,125,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.012419274714356679,0.0707070707070707,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304
