,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,province_id,variety_numerical,vintage,lat,lon,total_fires,sum_fire_size,total_fires_current,sum_fire_size_current,norm_vintage,norm_variety_numerical,norm_price,norm_points,norm_total_fires,norm_sum_fire_size,norm_total_fires_current,norm_sum_fire_size_current,mean_temp,mean_rain,norm_temp,norm_rain,ratings,reviews
2233,2233,US,"This bottling, an ode to Bill Foley's Texas roots, is reserved on the nose with hints of yellow melon, peach blossom and a kiss of vanilla. The palate is straightforward and very drinkable, with seared brown pear and sea-salt flavors cruising across lemon-pith texture and a chalky grip.",T Anchor Ranch,90,45.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foley 2013 T Anchor Ranch Chardonnay (Sta. Rita Hills),Chardonnay,Foley,7,125,2013,40.125133399999996,-122.20155290000001,128,1061.1899999999996,179,12750.040000000017,0.010912698412698412,0.17806267806267806,0.01987083954297069,0.101010101010101,0.2857142857142857,0.0041548425592693155,0.39955357142857145,0.0499198153246697,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,120.0
2235,2235,US,"A light mauve in color, this Pinot Noir-based wine shows boisterous plum fruit, macerated strawberries and a hint of clove on the ripe nose, making it more entrée-ready than apéritif-aimed. The palate offers strawberry and bubble-gum notes deftly hidden behind a veil of sour cherry and plum-skin tartness.",Rosé,89,18.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Scratch 2014 Rosé Pinot Noir (Monterey County),Pinot Noir,Scratch,7,440,2014,35.39813445,-120.61366682466999,134,968.8100000000003,82,719.0799999999997,0.011408730158730158,0.6267806267806267,0.006458022851465474,0.09090909090909093,0.29910714285714285,0.0037931501614656272,0.18303571428571427,0.002815390446121222,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,1128.0
2236,2236,US,"Woody blackberries meet with freshly plucked violets and lilacs on the snappy nose of this wine. The palate shows very tart berry fruit, but is driven more so by the asphalt and peppercorn elements.",Estate Limited,89,65.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Brave & Maiden 2012 Estate Limited Syrah (Santa Ynez Valley),Syrah,Brave & Maiden,7,560,2012,35.2827525,-120.6596156,130,9429.820000000003,111,338.2700000000001,0.010416666666666666,0.7977207977207977,0.02980625931445604,0.09090909090909093,0.29017857142857145,0.03692026636346837,0.24776785714285715,0.0013244174865236502,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,5.0,3.0
2238,2238,US,"This cool-climate wine conveys a super-strong sense of gamy meat, like just-roasted lamb with mint jelly, along with boysenberry, bacon fat, Sichuan pepper and, with patience, prettier violet aromas too. The palate, which walks the balance beam between tannins and acidity, shows bloody meats along with black pepper, boysenberry and earth.",1772,92,60.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Tolosa 2011 1772 Syrah (Edna Valley),Syrah,Tolosa,7,560,2011,34.4458248,-119.07793590000001,139,16302.749999999998,340,1144.8100000000009,0.00992063492063492,0.7977207977207977,0.0273224043715847,0.12121212121212124,0.31026785714285715,0.0638296247920993,0.7589285714285714,0.004482237215085999,57.042925424426,23.08496435073863,0.17676964537344553,0.19219966581724968,4.0,231.0
2240,2240,US,"Earthy and filled with baking spice, this wine offers floral aromas, bright acidity and flavors of baked strawberry compote steeped in cinnamon. Lush on the palate, as so many of the producer's wines are, it is quite mouthfilling and will take on more nuance with time, through 2022.",Georganne,92,57.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2012 Georganne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,7,440,2012,38.7076812,-122.04802659999999,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.6267806267806267,0.025832091405861898,0.12121212121212124,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.0,128.0
2245,2245,US,"Klopp is a mix of California and Burgundy clones, one of the producer's finest offerings every year, made in an opulent, balanced style. Lush layers of strawberry and cherry are surrounded by truffle-like dirt. The wine is concentrated in tannin and subtle oak, while anise marks the measured finish. The wine will benefit from time in the cellar through 2020.",Klopp Ranch,93,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merry Edwards 2012 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,7,440,2012,38.7076812,-122.04802659999999,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.6267806267806267,0.0273224043715847,0.13131313131313133,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.0,128.0
2246,2246,US,"The nose on this Ethan Lindquist-made wine from the cool-climate vineyard his parents planted shows a fabulous but not overripe cornucopia of espresso, tobacco leaf, oregano and lava rocks. The flavors are quite savory, with dried blueberries, teriyaki, beef jerky, roasted meat, lavender, rosemary and a citrus-like acidity framing the edges.",The Nuts Sawyer Lindquist Vineyard,93,74.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,No Limit 2010 The Nuts Sawyer Lindquist Vineyard Syrah (Edna Valley),Syrah,No Limit,7,560,2010,34.4458248,-119.07793590000001,127,1679.400000000001,139,16302.749999999998,0.009424603174603174,0.7977207977207977,0.034277198211624435,0.13131313131313133,0.28348214285714285,0.0065752999877843705,0.31026785714285715,0.0638296247920993,57.223043072314994,34.50552724974702,0.17959630954689826,0.3158991502738553,4.5,13.0
2248,2248,US,"Winemaker Carl Bowker delivers a great-smelling wine on this blend of 64% Tempranillo and 36% Grenache, with aromas of purple fruit, violets and a pepper-crusted bacon. The palate suggests a very flavorful pork roast in plum sauce, showing hoisin, ripe blackberries and grape candy, proving simultaneously playful and elegant.",Sympatico,93,54.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Caliza 2012 Sympatico Red (Paso Robles),Red Blend,Caliza,7,473,2012,37.050096,-121.9905908,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,0.6737891737891738,0.024341778440139097,0.13131313131313133,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.5,41.0
2251,2251,US,"Winemaker Adam Lee goes big on this bottling from the vineyard planted by the two Garys (Pisoni and Franscioni), showing bacon fat, blackberries and graphite on the nose. Once sipped, it veers more tart, with cranberry and just-ripe raspberry picking up some complexity from thyme herbs.",Garys' Vineyard,93,55.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Siduri 2013 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Siduri,7,440,2013,38.82549575,-121.187712140294,164,608.6900000000004,305,1050.159999999999,0.010912698412698412,0.6267806267806267,0.024838549428713358,0.13131313131313133,0.36607142857142855,0.0023831840833419484,0.6808035714285714,0.004111657160397537,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,23.0
2253,2253,US,"Alluringly seductive aromas of black cherry syrup, blueberry pie, blackberry preserves and fresh-cracked black pepper draw the nose into this blend of Lone Oak and Valley View vineyards, located 800 to 1,000 feet in elevation. Flavors of blackberry-chocolate liqueur, plums and black cherries are elevated by pine sap, rosemary and strong tannins that maintain perfect grip. Serve with lamb.",Two Vineyard,93,36.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cooper-Garrod 2010 Two Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Cooper-Garrod,7,80,2010,38.24690555,-121.971724216502,2,1255.0,0,0.0,0.009424603174603174,0.11396011396011395,0.015399900645802288,0.13131313131313133,0.004464285714285714,0.004913660524395248,0.0,0.0,57.223043072314994,34.50552724974702,0.17959630954689826,0.3158991502738553,4.0,143.0
2260,2260,US,"This is a European-style Syrah, cofermented with 2% Viognier. It's soft and round, medium in body, and has a savory midpalate with flavors of cranberry, plum and pepper. On the finish is a hint of smoky oak. Profits from sales of the wine go to the American River Conservancy Wakamatsu Colony Preservation and Restoration project.",Okei-San,89,75.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,David Girard 2010 Okei-San Syrah (El Dorado),Syrah,David Girard,7,560,2010,41.209752,-122.2716101,48,114.91,25,398.13000000000017,0.009424603174603174,0.7977207977207977,0.03477396920019872,0.09090909090909093,0.10714285714285714,0.0004499033712017992,0.05580357142857143,0.0015587853901015785,47.77614311710699,62.75202398355338,0.03134202149381347,0.6218452857292647,4.0,46.0
2261,2261,US,"This blend of 64% Syrah and 36% Cabernet Sauvignon is starting to show its age, with light prune, dried cherry-tobacco and clove aromas. Dried strawberry, star anise and baking spice arise on the palate, which is full of flavor but should be enjoyed soon.",Test Pilot P-47D Thunderbolt,88,41.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cooper-Garrod 2012 Test Pilot P-47D Thunderbolt Red (Santa Cruz Mountains),Red Blend,Cooper-Garrod,7,473,2012,38.24690555,-121.971724216502,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.6737891737891738,0.017883755588673618,0.08080808080808081,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.0,143.0
2262,2262,US,"Made from 100% Barbera, this has perfumed aromatics and flavors of raspberry and peach. It's sweetness is in check—ideal for food with some heat, like Thai or Mexican.",Estate Barbera,88,17.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Miraflores 2011 Estate Barbera Rosé (El Dorado),Rosé,Miraflores,7,492,2011,41.209752,-122.2716101,25,398.13000000000017,54,83.92,0.00992063492063492,0.7008547008547008,0.005961251862891207,0.08080808080808081,0.05580357142857143,0.0015587853901015785,0.12053571428571427,0.0003285692360217125,47.68852241386578,39.70879700517165,0.02996695189009925,0.3722572993358916,4.5,42.0
2265,2265,US,"From another section of the Los Chamizal Vineyard, Morning Sun is taut in red cherry and raspberry, a citrusy component giving it lightness and zest. Leather and black pepper come to life on the finish.",Morning Sun,86,38.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Haywood 2011 Morning Sun Zinfandel (Sonoma Valley),Zinfandel,Haywood,7,702,2011,37.71402905,-122.30779415179899,0,0.0,180,111.69000000000008,0.00992063492063492,1.0,0.016393442622950817,0.060606060606060615,0.0,0.0,0.4017857142857143,0.0004372962103344268,59.75717446818499,18.04033827610618,0.21936552989526853,0.13755983324274798,4.0,10.0
2267,2267,US,"This wine is comprised of 80% Cabernet Sauvignon, 15% Merlot and 5% Cabernet Franc. Dusty earthiness frames its green, vegetal flavors, wrapped in ripe, sturdy tannins and bitter leather and clove notes.",Reminiscence Estate Grown,84,125.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Lasseter 2013 Reminiscence Estate Grown Red (Sonoma Valley),Bordeaux-style Red Blend,Lasseter,7,62,2013,37.71402905,-122.30779415179899,53,43.83000000000001,102,34.730000000000054,0.010912698412698412,0.08831908831908833,0.05961251862891208,0.04040404040404042,0.11830357142857142,0.00017160616795557272,0.22767857142857145,0.0001359772350695197,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,5.0,85.0
2275,2275,US,"This clean if somewhat simple bottling starts with an extremely light and delicate nose of red cherry, rust, sagebrush, thyme and anise. The texture is light on the sip but the tannins prove somewhat grippy, with flavors of pomegranate and cracked pepper.",Barn Block Reserve,88,60.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Black Ridge 2014 Barn Block Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Black Ridge,7,440,2014,38.24690555,-121.971724216502,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.6267806267806267,0.0273224043715847,0.08080808080808081,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,24.0
2276,2276,US,"Rich but balanced aromas of caramel, vanilla, blueberry pie with buttery crust, allspice, clove and mace whirl into an amazingly seductive nose on this wine by former NFL star Terry Hoage. It's luscious on the palate, with Vietnamese coffee, burnt caramel, black cherries, blueberry paste and smoked oak, yet balanced and tingling with acidity throughout.",Three-Four,94,80.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,TH 2013 Three-Four Syrah (Paso Robles),Syrah,TH,7,560,2013,37.050096,-121.9905908,171,324.6700000000003,224,614.9100000000012,0.010912698412698412,0.7977207977207977,0.03725782414307005,0.1414141414141414,0.38169642857142855,0.0012711698505620767,0.5,0.002407537046259672,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,26.0
2278,2278,US,"Thick, rich and tightly wound, this cool-climate wine from near the town of the same name is brightly acidic and floral. A mix of rose petal, violet and dried herbes de Provence on the nose echoes on the palate. Bing and dark cherry provide a sultry fruitiness that never dominates over the piquant cardamom spice. Drink now through 2023.",Freestone,94,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Freestone Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,7,440,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6267806267806267,0.0273224043715847,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,189.0
2279,2279,US,"This wine comes from the coolest pocket of the producer's estate, the last part typically picked. It offers a study in savory tannin development and thickness, the skins unable to soften gently in the cold. Earthy clove defines the flavor, along with a leathery meatiness and firm structure. A suggestion of black cherry tries to muddle through. Drink now through 2023.",Quail Hill Vineyard Bliss Block,94,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Quail Hill Vineyard Bliss Block Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,7,440,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6267806267806267,0.03229011425732737,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,189.0
2280,2280,US,"From the steepest, east-facing block of the estate vineyard, given 15% whole-cluster fermentation, this is a dense, brooding wine, spicy and concentrated in blueberry and black cherry. It has a tenacity of earthiness that never lets go, lingering on the full-bodied palate for days. Drink now through 2023.",Quail Hill Vineyard Block 10,94,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Quail Hill Vineyard Block 10 Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,7,440,2013,38.7076812,-122.04802659999999,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.6267806267806267,0.03229011425732737,0.1414141414141414,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.0,189.0
2285,2285,US,"From one of the best-known sites for the variety in the Napa Valley, this wine shows classic Merlot-structure, with an almost dusty quality to the well-integrated and resolved tannins. It discloses a density of red fruit that remains in balance with its more rugged minerality, remaining soft on the palate throughout. Drink now through 2025.",Three Palms Vineyard,93,95.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Duckhorn 2012 Three Palms Vineyard Merlot (Napa Valley),Merlot,Duckhorn,7,326,2012,38.2971367,-122.28552930000001,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.4643874643874644,0.044709388971684055,0.13131313131313133,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.0,519.0
2286,2286,US,"Grapefruit blossoms, Meyer lemon skin and faints hint of tropical, white peach-flavored crème brûlée unite for a sleek and dynamic nose on this bottling of four grape clones. Vanilla, lemon zest and flavors of limes cooked in butter show on the delicious palate.",Courtney's Vineyard,93,42.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foundry 2013 Courtney's Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Foundry,7,125,2013,40.125133399999996,-122.20155290000001,128,1061.1899999999996,179,12750.040000000017,0.010912698412698412,0.17806267806267806,0.01838052657724789,0.13131313131313133,0.2857142857142857,0.0041548425592693155,0.39955357142857145,0.0499198153246697,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.0,116.0
2290,2290,US,"Mandarin orange Creamsicle, Cool Whip with vanilla bean and lemon-butter aromas show on the nose of this richer bottling from a winery that overlooks both Silicon Valley and the Pacific Ocean. Vanilla and butter also entertain the palate, but not in an overpowering way, boosted by cotton candy and a touch of dill-like herbs.",Damiana Vineyard,93,60.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2012 Damiana Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty,7,125,2012,38.24690555,-121.971724216502,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.17806267806267806,0.0273224043715847,0.13131313131313133,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.0,205.0
2291,2291,US,"Sourced from the Glenrose Vineyard and aged for three years in 132-gallon puncheons before extended bottle time, this memorable wine offers leather, red cherry, rust, pencil lead and vanilla bean on the sanguine nose. Fine-grained tannins carry elegant, leathery flavors of smoked berries, with tense pencil shavings that will firmly structure the juice for years. Drink 2017–2030.",Bollo,93,60.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Lone Madrone 2009 Bollo Nebbiolo (Paso Robles),Nebbiolo,Lone Madrone,7,383,2009,37.050096,-121.9905908,2,0.8,1,0.1,0.008928571428571428,0.5455840455840456,0.0273224043715847,0.13131313131313133,0.004464285714285714,3.132213880092588e-06,0.002232142857142857,3.915267350115736e-07,58.2665525173145,22.029461383502987,0.19597255472559136,0.18076720193223372,4.5,45.0
2292,2292,US,"Veteran vintner Bryan Babcock offers a ripe style in this bottling, with showy aromas of strawberry, blackberry, graphite, pipe smoke and roasted meats. It's big and dense on the palate, with dried strawberry and squeezed pomegranate fruits, brown spice of cloves, allspice, nutmeg and gingerbread, and the tart cut of orange juice.",Ocean's Ghost,93,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Babcock 2013 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock,7,440,2013,40.125133399999996,-122.20155290000001,128,1061.1899999999996,179,12750.040000000017,0.010912698412698412,0.6267806267806267,0.0273224043715847,0.13131313131313133,0.2857142857142857,0.0041548425592693155,0.39955357142857145,0.0499198153246697,58.685721632117,5.340117779415056,0.2025507569912592,0.0,4.5,108.0
2293,2293,US,"Loads of purple fruit and baked goods show on the nose of this 36% Mourvèdre, 34% Grenache and 30% Syrah blend, reminiscent of blueberry pie and olallieberry-vanilla muffins. Flavors are plump and ripe, like blackberry cookie dipped in caramel-milk chocolate sauce. Fans of big Paso reds, rejoice.",Azimuth,91,54.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Caliza 2012 Azimuth Red (Paso Robles),Rhône-style Red Blend,Caliza,7,475,2012,37.050096,-121.9905908,192,639.1399999999996,171,324.6700000000003,0.010416666666666666,0.6766381766381766,0.024341778440139097,0.1111111111111111,0.42857142857142855,0.00250240397415297,0.38169642857142855,0.0012711698505620767,58.286968482536004,27.139995369317475,0.19629295130046587,0.2361209025276837,4.5,41.0
2298,2298,US,"The first Zin reviewed from Naggiar, this is a beauty. Power and grace combine in this concentrated and well-structured wine. It smells and tastes like black cherries and blackberries with hints of cocoa and black pepper. The velvety texture delivers smoothness with a nice grip from tannins, and conveys a wonderful sense of depth.",Della Casa,91,22.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2013 Della Casa Zinfandel (Amador County),Zinfandel,Naggiar,7,702,2013,36.6248089,-121.1177379,64,260.40000000000003,67,524.4400000000003,0.010912698412698412,1.0,0.008445106805762544,0.1111111111111111,0.14285714285714285,0.0010195356179701378,0.14955357142857142,0.0020533228090946973,50.0618591087,13.000456801375986,0.06721275142976005,0.08297139082887597,4.5,51.0
2302,2302,US,"Sourced from vines that date back more than 100 years on the Beatty Ranch, this wine is appropriately robust, a big, syrupy concentration of baked blackberry and plum. Soft in tannins and structured, it finishes with a complexity of vanilla and black cherry.",Old Vine,90,45.0,California,Howell Mountain,Napa,Virginie Boone,@vboone,Howell Mountain Vineyards 2012 Old Vine Zinfandel (Howell Mountain),Zinfandel,Howell Mountain Vineyards,7,702,2012,38.0,-121.4,325,2249.3900000000053,59,472.82000000000005,0.010416666666666666,1.0,0.01987083954297069,0.101010101010101,0.7254464285714286,0.008806963224676854,0.13169642857142858,0.0018512167084817227,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.0,1.0
2303,2303,US,"Smooth and seductively intense, this wine offers rich layers of black cherry and blackberry that lengthen on the palate, buoyed by soft tannins. An earthy sublayer keeps it complex and compelling.",No. 22,90,75.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,JCB 2012 No. 22 Pinot Noir (Sonoma Coast),Pinot Noir,JCB,7,440,2012,38.29331315,-122.469385870353,202,1756.3799999999967,122,1339.7799999999984,0.010416666666666666,0.6267806267806267,0.03477396920019872,0.101010101010101,0.4508928571428572,0.006876697268396262,0.2723214285714285,0.005245596890338053,61.45320052615551,22.547590014212645,0.24598200058259498,0.18637920591730495,4.0,10.0
2304,2304,US,"The mighty Insignia shows a vibrancy of purpose and craft in this, its 40th vintage, combining 88% Cabernet Sauvignon, 5% Petit Verdot, 3% Merlot, 3% Malbec and 1% Cabernet Franc. Together they find a higher calling of perfumed violet, dark plum and berry along with graphite and an edginess of dried herb. Firm, structured tannins show tremendous potential for aging and decanting. This is a near-perfect effort from a blockbuster vintage.",Insignia 40th Vintage Estate Grown,98,250.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Joseph Phelps 2013 Insignia 40th Vintage Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,Joseph Phelps,7,62,2013,38.2971367,-122.28552930000001,122,1339.7799999999984,247,1453.0800000000006,0.010912698412698412,0.08831908831908833,0.12170889220069547,0.18181818181818185,0.2723214285714285,0.005245596890338053,0.5513392857142857,0.0056891966811061755,61.338887460473,5.535779391748136,0.24418803618704926,0.002119268619907665,4.5,290.0
2305,2305,US,"It's hard to overstate how deliciously irresistible this wine is, a celebration of the variety that makes a statement of greatness from the first sip to the last. Golden-hued minerality is the star and pillar of support, a worthy dance partner to the twirls of lacy lemon pith, fully expressive tangerine, grapefruit and stone. Lively and complex, it showcases beauty in a glass.",La Sereinité,97,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 La Sereinité Chardonnay (Russian River Valley),Chardonnay,Lynmar,7,125,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.03229011425732737,0.1717171717171717,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,189.0
2306,2306,US,"Fresh and tart wild cherry and crushed cranberry meet with intriguing touches of fennel frond, mustard, rose hips, potpourri and tons of garrigue on the nose of this bottling. The palate packs vibrancy into each sip, redolent with flavors of tomato leaf, cherry tomato, kalamata olive, underripe raspberry, anise, bay leaf and even earthy mugwort. It conveys an extreme sense of place.",John Sebastiano Vineyard,95,48.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2014 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,7,440,2014,40.125133399999996,-122.20155290000001,179,12750.040000000017,120,766.0500000000003,0.011408730158730158,0.6267806267806267,0.02136115250869349,0.15151515151515152,0.39955357142857145,0.0499198153246697,0.26785714285714285,0.0029992905535561605,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,150.0
2307,2307,US,"Hearty plum, deep rose petal, earthy juniper, a touch of charcoal and crushed graphite aromas show strongly on the nose of this bottling from a tiny block in this historic vineyard. The palate packs an awesome combination of tension, energy and power, like a clenched fist in a silk glove, with tangy olallieberry fruit and a menthol character that carries deep into the finish.",Block 8 Bien Nacido Vineyard,95,62.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2014 Block 8 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Foxen,7,440,2014,37.3923372,-121.4896682,255,1295.6099999999985,78,254.02,0.011408730158730158,0.6267806267806267,0.02831594634873324,0.15151515151515152,0.5691964285714286,0.0050726595314834425,0.17410714285714285,0.000994556212276399,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,150.0
2308,2308,US,"This is a decidedly beautiful wine, a carefully crafted offering of Tahitian vanilla bean, caramelized apple and juicy peach that is integrated and buoyant in acidity. It continues to open and shine in the glass, getting better as it travels along the palate, with a lush finish of preserved lemon that just sings.",Old Vines,95,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 Old Vines Chardonnay (Russian River Valley),Chardonnay,Lynmar,7,125,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.03229011425732737,0.15151515151515152,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,189.0
2310,2310,US,"A compelling wine, this begins as a journey into salted country butter, lemongrass and a hint of sea-spray-like brine. Lengthy and spicy, it possesses a great deal of stony minerality that gives it length, breadth and brightness, a vinous come-on to have more.",Quail Hill Vineyard,95,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 Quail Hill Vineyard Chardonnay (Russian River Valley),Chardonnay,Lynmar,7,125,2014,38.7076812,-122.04802659999999,247,1453.0800000000006,136,651.0700000000003,0.011408730158730158,0.17806267806267806,0.0273224043715847,0.15151515151515152,0.5513392857142857,0.0056891966811061755,0.3035714285714285,0.002549113113639853,63.720922202435,19.575899600055216,0.2815703379433626,0.15419195074901304,4.0,189.0
2311,2311,US,"Stark minerality, from hot gravel to chipped slate, meets with garrigue elements of lavender and thyme on the nose of this strong bottling that gains a savory quality thanks to roasted-pork aromas. The requisite fruit arrives on the sip, where smashed cranberry meets with pepper spice and dried herbs. The structure is grippy and affords great length in the finish.",Soberanes Vineyard,94,64.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2014 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,7,440,2014,38.82549575,-121.187712140294,305,1050.159999999999,196,333.73000000000036,0.011408730158730158,0.6267806267806267,0.029309488325881768,0.1414141414141414,0.6808035714285714,0.004111657160397537,0.4375,0.0013066421727541257,61.06730250929001,23.084720654271003,0.2399259360510814,0.1921970262689476,4.0,18.0
